order_id,date,region,category,product,sales_rep,units,unit_price,revenue,returned
ORD-00269,2024-05-23,East,Furniture,Chair,Brennan,2,269.18,538.36,False
ORD-00032,2024-05-23,South,Electronics,Monitor,Ibrahim,6,311.35,1868.1,False
ORD-00357,2024-05-24,East,Grocery,Olive Oil,Ibrahim,7,22.92,160.44,False
ORD-00041,2024-05-24,North,Electronics,Laptop,Chen,9,1296.6,11669.4,False
ORD-00129,2024-05-24,West,Electronics,Laptop,Ibrahim,11,1242.48,13667.28,False
ORD-00151,2024-05-25,East,Electronics,Monitor,Chen,10,314.46,3144.6,False
ORD-00038,2024-05-25,East,Electronics,Monitor,Chen,2,332.48,664.96,False
ORD-00152,2024-05-26,North,Grocery,Olive Oil,Chen,6,23.03,138.18,False
ORD-00208,2024-05-26,North,Grocery,Olive Oil,Dubois,2,22.14,44.28,False
ORD-00331,2024-05-26,North,Apparel,T-Shirt,Ibrahim,7,24.87,174.09,False
ORD-00290,2024-05-27,South,Grocery,Granola,Alvarez,5,9.21,46.05,False
ORD-00174,2024-05-27,South,Electronics,Headphones,Chen,11,172.37,1896.07,False
ORD-00054,2024-05-28,North,Furniture,Chair,Novak,3,246.56,739.68,False
ORD-00244,2024-05-28,South,Apparel,Sneakers,Chen,2,101.4,202.8,False
ORD-00287,2024-05-28,North,Electronics,Monitor,Chen,8,336.25,2690.0,False
ORD-00222,2024-05-28,North,Electronics,Monitor,Brennan,4,306.1,1224.4,False
ORD-00071,2024-05-29,South,Apparel,Sneakers,Brennan,8,92.1,736.8,False
ORD-00363,2024-05-29,West,Electronics,Laptop,Brennan,3,1290.38,3871.14,False
ORD-00149,2024-05-29,East,Furniture,Chair,Dubois,8,261.36,2090.88,False
ORD-00379,2024-05-29,South,Furniture,Bookshelf,Chen,5,132.01,660.05,False
ORD-00225,2024-05-30,West,Apparel,Sneakers,Dubois,2,87.44,174.88,False
ORD-00243,2024-05-30,North,Furniture,Desk,Chen,1,429.97,429.97,False
ORD-00121,2024-05-31,South,Electronics,Headphones,Chen,6,185.35,1112.1,False
ORD-00395,2024-06-01,North,Furniture,Chair,Ibrahim,5,284.14,1420.7,False
ORD-00155,2024-06-02,East,Apparel,Jacket,Ibrahim,3,132.72,398.16,False
ORD-00227,2024-06-02,East,Apparel,Jacket,Brennan,4,127.19,508.76,False
ORD-00254,2024-06-03,South,Electronics,Laptop,Novak,5,1114.92,5574.6,False
ORD-00002,2024-06-03,North,Grocery,Coffee,Alvarez,6,17.88,107.28,False
ORD-00399,2024-06-03,North,Grocery,Olive Oil,Dubois,2,21.16,42.32,False
ORD-00064,2024-06-03,South,Electronics,Laptop,Brennan,1,1195.21,1195.21,False
ORD-00026,2024-06-04,West,Furniture,Bookshelf,Ibrahim,10,132.61,1326.1,False
ORD-00365,2024-06-04,North,Apparel,Jacket,Dubois,1,127.3,127.3,False
ORD-00147,2024-06-04,South,Electronics,Laptop,Dubois,5,1303.62,6518.1,False
ORD-00109,2024-06-05,North,Furniture,Chair,Novak,6,283.76,1702.56,False
ORD-00315,2024-06-05,East,Furniture,Desk,Brennan,5,422.41,2112.05,False
ORD-00112,2024-06-05,West,Grocery,Olive Oil,Brennan,5,23.03,115.15,False
ORD-00080,2024-06-05,West,Electronics,Laptop,Ibrahim,3,1188.08,3564.24,False
ORD-00339,2024-06-06,West,Furniture,Bookshelf,Brennan,11,135.78,1493.58,False
ORD-00160,2024-06-06,North,Electronics,Laptop,Brennan,9,1145.07,10305.63,False
ORD-00158,2024-06-06,West,Furniture,Chair,Chen,11,258.39,2842.29,False
ORD-00389,2024-06-07,South,Grocery,Granola,Brennan,1,9.16,9.16,False
ORD-00298,2024-06-07,South,Grocery,Olive Oil,Alvarez,1,21.88,21.88,False
ORD-00293,2024-06-08,West,Apparel,Jacket,Novak,4,137.72,550.88,False
ORD-00221,2024-06-09,East,Grocery,Olive Oil,Brennan,2,23.35,46.7,False
ORD-00281,2024-06-09,West,Apparel,T-Shirt,Brennan,11,23.37,257.07,False
ORD-00148,2024-06-10,West,Furniture,Chair,Chen,9,262.57,2363.13,False
ORD-00342,2024-06-10,East,Furniture,Bookshelf,Ibrahim,6,139.0,834.0,False
ORD-00135,2024-06-11,North,Grocery,Coffee,Alvarez,10,16.2,162.0,False
ORD-00022,2024-06-12,North,Electronics,Monitor,Ibrahim,9,333.18,2998.62,False
ORD-00374,2024-06-13,West,Grocery,Granola,Chen,10,9.82,98.2,False
ORD-00105,2024-06-13,East,Grocery,Coffee,Novak,5,17.1,85.5,False
ORD-00073,2024-06-14,North,Grocery,Granola,Ibrahim,7,8.44,59.08,False
ORD-00256,2024-06-14,South,Furniture,Bookshelf,Alvarez,9,150.13,1351.17,False
ORD-00057,2024-06-15,East,Grocery,Coffee,Chen,6,18.14,108.84,False
ORD-00386,2024-06-16,West,Furniture,Bookshelf,Dubois,1,137.93,137.93,False
ORD-00266,2024-06-16,South,Electronics,Headphones,Brennan,8,177.05,1416.4,True
ORD-00081,2024-06-16,West,Electronics,Monitor,Alvarez,5,332.59,1662.95,False
ORD-00136,2024-06-16,North,Furniture,Bookshelf,Brennan,2,150.4,300.8,False
ORD-00344,2024-06-16,North,Furniture,Desk,Ibrahim,4,495.0,1980.0,False
ORD-00383,2024-06-16,South,Apparel,Sneakers,Alvarez,7,95.57,668.99,False
ORD-00246,2024-06-17,South,Furniture,Desk,Alvarez,10,440.22,4402.2,False
ORD-00018,2024-06-17,South,Apparel,Jacket,Chen,10,139.77,1397.7,False
ORD-00393,2024-06-17,West,Apparel,Jacket,Brennan,1,121.48,121.48,False
ORD-00085,2024-06-19,North,Grocery,Coffee,Dubois,4,19.56,78.24,False
ORD-00358,2024-06-19,West,Furniture,Bookshelf,Novak,11,131.58,1447.38,False
ORD-00382,2024-06-19,North,Furniture,Bookshelf,Ibrahim,4,145.85,583.4,False
ORD-00046,2024-06-19,East,Apparel,Jacket,Chen,10,127.62,1276.2,False
ORD-00267,2024-06-20,East,Grocery,Granola,Chen,6,9.17,55.02,False
ORD-00033,2024-06-20,South,Electronics,Laptop,Dubois,8,1080.0,8640.0,False
ORD-00317,2024-06-21,North,Grocery,Coffee,Chen,8,17.72,141.76,False
ORD-00194,2024-06-22,West,Apparel,T-Shirt,Dubois,1,26.2,26.2,False
ORD-00003,2024-06-22,West,Apparel,T-Shirt,Alvarez,8,24.11,192.88,False
ORD-00159,2024-06-22,South,Electronics,Laptop,Novak,7,1246.67,8726.69,False
ORD-00100,2024-06-24,North,Electronics,Monitor,Brennan,8,302.12,2416.96,False
ORD-00353,2024-06-25,East,Electronics,Laptop,Brennan,7,1301.54,9110.78,True
ORD-00180,2024-06-25,East,Electronics,Monitor,Chen,8,288.0,2304.0,False
ORD-00209,2024-06-25,North,Grocery,Granola,Brennan,4,9.62,38.48,False
ORD-00313,2024-06-25,North,Furniture,Bookshelf,Brennan,11,145.07,1595.77,False
ORD-00368,2024-06-26,West,Apparel,Jacket,Dubois,3,129.21,387.63,False
ORD-00015,2024-06-26,South,Furniture,Chair,Dubois,6,272.81,1636.86,False
ORD-00273,2024-06-26,South,Furniture,Desk,Alvarez,7,418.06,2926.42,False
ORD-00181,2024-06-26,South,Grocery,Granola,Brennan,3,9.63,28.89,False
ORD-00284,2024-06-27,East,Furniture,Chair,Dubois,1,277.53,277.53,False
ORD-00177,2024-06-27,North,Apparel,T-Shirt,Brennan,8,26.79,214.32,False
ORD-00375,2024-06-27,West,Electronics,Monitor,Ibrahim,5,288.0,1440.0,False
